horizon,MAE,RMSE,Mean_Error,Max_Absolute_Error,N
1,58.09563636363636,82.65148608464338,3.1329454545454545,430.77,275
6,76.54218181818182,102.25761181358668,7.975345454545455,345.96000000000004,275
12,84.71934545454545,117.68310788801348,28.23810909090909,460.51,275
