endpoint,MAE,RMSE,Mean_Error,Max_Absolute_Error,N
/payments,110.60315151515152,146.87238158594445,60.221090909090904,460.51,165
/search,89.92024242424243,119.43853080648691,13.036242424242428,430.77,165
/orders,77.45412121212121,99.45531117344142,0.16890909090909162,352.1,165
/inventory,51.60272727272728,64.89972553053975,-9.477515151515153,211.27999999999997,165
/identity,36.0150303030303,44.21473666303824,1.6286060606060602,117.38999999999999,165
