timestamp,horizon,MAE,Mean_Error
2026-08-02 08:00:00+00:00,1,54.38576626984129,32.05906785714286
2026-08-02 08:00:00+00:00,6,46.63915674603176,26.962371825396797
2026-08-02 08:00:00+00:00,12,57.31769246031752,52.64110515873021
2026-08-02 09:00:00+00:00,1,22.569628174603128,16.722490873015847
2026-08-02 09:00:00+00:00,6,44.533540873015845,44.533540873015845
2026-08-02 09:00:00+00:00,12,52.13453730158729,52.13453730158729
2026-08-02 10:00:00+00:00,1,21.16030396825398,-21.16030396825398
2026-08-02 10:00:00+00:00,6,23.6056055555557,7.809579365079424
2026-08-02 10:00:00+00:00,12,27.26790277777784,22.17696388888894
2026-08-02 11:00:00+00:00,1,65.94746031746031,65.94746031746031
2026-08-02 11:00:00+00:00,6,89.43614603174603,89.43614603174603
2026-08-02 11:00:00+00:00,12,87.98087738095239,77.6741694444444
2026-08-02 12:00:00+00:00,1,46.08348412698416,-33.00915476190479
2026-08-02 12:00:00+00:00,6,49.31724444444447,34.79361666666658
2026-08-02 12:00:00+00:00,12,67.94801269841273,51.380701587301516
2026-08-02 13:00:00+00:00,1,20.640669660894595,20.640669660894595
2026-08-02 13:00:00+00:00,6,47.51629047619042,47.51629047619042
2026-08-02 13:00:00+00:00,12,58.060826587301484,58.060826587301484
2026-08-02 14:00:00+00:00,1,37.41445476190478,-37.41445476190478
2026-08-02 14:00:00+00:00,6,36.55717182539685,-16.188415476190436
2026-08-02 14:00:00+00:00,12,51.759525793650766,10.063294841269851
2026-08-02 15:00:00+00:00,1,55.36801071428564,-1.2481662698412834
2026-08-02 15:00:00+00:00,6,67.66128134920639,-11.380225000000133
2026-08-02 15:00:00+00:00,12,58.45274761904758,19.03953095238097
2026-08-02 16:00:00+00:00,1,64.17621190476184,-46.93727698412704
2026-08-02 16:00:00+00:00,6,53.548276190476166,-43.061447619047726
2026-08-02 16:00:00+00:00,12,68.30422976190482,-21.64067817460325
2026-08-02 17:00:00+00:00,1,38.54618235930734,-1.640303354978346
2026-08-02 17:00:00+00:00,6,51.07001309523806,-30.11280119047616
2026-08-02 17:00:00+00:00,12,61.902095634920556,-34.7501813492064
2026-08-02 18:00:00+00:00,1,46.364963492063495,-23.438456349206422
2026-08-02 18:00:00+00:00,6,59.03052619047617,-35.59541190476193
2026-08-02 18:00:00+00:00,12,64.85546111111115,-44.07113492063498
2026-08-02 19:00:00+00:00,1,51.70520079365083,-41.506251587301655
2026-08-02 19:00:00+00:00,6,64.10769642857147,-64.10769642857147
2026-08-02 19:00:00+00:00,12,75.78598333333339,-75.78598333333339
2026-08-02 20:00:00+00:00,1,43.31413571428588,-25.677243650793752
2026-08-02 20:00:00+00:00,6,58.97358452380954,-58.97358452380954
2026-08-02 20:00:00+00:00,12,72.21804682539683,-72.21804682539683
2026-08-02 21:00:00+00:00,1,63.48944761904759,-13.142411111111148
2026-08-02 21:00:00+00:00,6,56.413788095238125,-56.413788095238125
2026-08-02 21:00:00+00:00,12,52.76808531746028,-36.73216706349207
2026-08-02 22:00:00+00:00,1,40.92774325396833,-40.92774325396833
2026-08-02 22:00:00+00:00,6,63.68243174603183,-63.68243174603183
2026-08-02 22:00:00+00:00,12,48.304883333333336,-48.304883333333336
2026-08-02 23:00:00+00:00,1,26.590884920634902,-23.95303888888892
2026-08-02 23:00:00+00:00,6,57.881167460317485,-57.881167460317485
2026-08-02 23:00:00+00:00,12,39.2284753968254,-39.2284753968254
2026-08-03 00:00:00+00:00,1,65.2422634920635,20.22358888888897
2026-08-03 00:00:00+00:00,6,53.59645753968258,8.912462301587231
2026-08-03 00:00:00+00:00,12,54.56902817460318,7.946598015872951
2026-08-03 01:00:00+00:00,1,75.59017182539688,-23.37257182539696
2026-08-03 01:00:00+00:00,6,40.49050515873016,-36.94423849206349
2026-08-03 01:00:00+00:00,12,38.71966587301595,-32.10769682539687
2026-08-03 02:00:00+00:00,1,37.19729087301589,-1.962114682539641
2026-08-03 02:00:00+00:00,6,25.846105158730108,-14.89408373015873
2026-08-03 02:00:00+00:00,12,23.472785714285713,-14.936954761904781
2026-08-03 03:00:00+00:00,1,35.46360079365082,9.689534126984103
2026-08-03 03:00:00+00:00,6,39.55951190476184,10.816146825396737
2026-08-03 03:00:00+00:00,12,37.98920119047619,10.115194047619042
2026-08-03 04:00:00+00:00,1,53.99224603174606,-1.4062833333334197
2026-08-03 04:00:00+00:00,6,49.87769404761906,-5.039832936508025
2026-08-03 04:00:00+00:00,12,48.699980158730135,-5.341152380952349
2026-08-03 05:00:00+00:00,1,27.772924206349256,22.26462103174594
2026-08-03 05:00:00+00:00,6,37.885203968254004,26.75265793650795
2026-08-03 05:00:00+00:00,12,31.83693650793648,20.50691190476191
2026-08-03 06:00:00+00:00,1,24.551750793650875,-13.252810317460398
2026-08-03 06:00:00+00:00,6,36.40480476190481,23.10723809523814
2026-08-03 06:00:00+00:00,12,18.96153968253966,-12.704287301587305
2026-08-03 07:00:00+00:00,1,35.44356944444452,25.745884523809526
2026-08-03 07:00:00+00:00,6,33.02406230158739,20.17642896825397
2026-08-03 07:00:00+00:00,12,35.75679206349205,24.01361825396816
2026-08-03 08:00:00+00:00,1,30.365698809523735,-1.0428297619047613
2026-08-03 08:00:00+00:00,6,36.520179761904714,16.223880555555514
2026-08-03 08:00:00+00:00,12,35.953370238095225,14.83271150793646
2026-08-03 09:00:00+00:00,1,82.24865992063489,82.24865992063489
2026-08-03 09:00:00+00:00,6,102.75909999999995,102.75909999999995
2026-08-03 09:00:00+00:00,12,91.31586587301587,91.31586587301587
2026-08-03 10:00:00+00:00,1,66.94077341269836,63.825973412698374
2026-08-03 10:00:00+00:00,6,140.27683293650793,140.27683293650793
2026-08-03 10:00:00+00:00,12,130.41880595238104,130.41880595238104
2026-08-03 11:00:00+00:00,1,40.541682972582954,24.874275829725796
2026-08-03 11:00:00+00:00,6,100.68588611111099,96.98724246031739
2026-08-03 11:00:00+00:00,12,86.39614761904761,86.39614761904761
2026-08-03 12:00:00+00:00,1,127.34802795815298,73.6424787518038
2026-08-03 12:00:00+00:00,6,153.71334722222224,131.66297817460318
2026-08-03 12:00:00+00:00,12,154.20359166666663,140.05822738095236
2026-08-03 13:00:00+00:00,1,86.72893412698411,58.878024603174694
2026-08-03 13:00:00+00:00,6,139.42679801587306,133.5343932539683
2026-08-03 13:00:00+00:00,12,120.97032063492063,118.76519682539683
2026-08-03 14:00:00+00:00,1,96.37256428571439,14.475719841269859
2026-08-03 14:00:00+00:00,6,131.01447222222222,106.39416031746032
2026-08-03 14:00:00+00:00,12,131.69080974025974,107.86839307359305
2026-08-03 15:00:00+00:00,1,86.55326944444461,59.530183730158896
2026-08-03 15:00:00+00:00,6,93.98063650793647,64.1523666666667
2026-08-03 15:00:00+00:00,12,97.51644545454543,87.30720735930733
2026-08-03 16:00:00+00:00,1,84.76780992063495,46.770594841269904
2026-08-03 16:00:00+00:00,6,103.83441507936509,41.30933809523809
2026-08-03 16:00:00+00:00,12,98.3418101010101,98.3418101010101
2026-08-03 17:00:00+00:00,1,70.81212777777792,57.34237777777791
2026-08-03 17:00:00+00:00,6,78.24689642857146,64.03753690476191
2026-08-03 17:00:00+00:00,12,92.14531626984135,79.65940119047623
2026-08-03 18:00:00+00:00,1,67.95843650793651,67.95843650793651
2026-08-03 18:00:00+00:00,6,69.48455793650797,67.06219603174608
2026-08-03 18:00:00+00:00,12,112.06776468253956,112.06776468253956
2026-08-03 19:00:00+00:00,6,80.9476714285715,80.9476714285715
2026-08-03 19:00:00+00:00,12,119.08885912698406,119.08885912698406
2026-08-03 20:00:00+00:00,6,98.54755039682553,78.35782976190484
2026-08-03 20:00:00+00:00,12,126.40271230158723,104.72717023809506
2026-08-03 21:00:00+00:00,6,84.55524880952389,71.54067976190485
2026-08-03 21:00:00+00:00,12,89.86212142857146,78.70059523809523
2026-08-03 22:00:00+00:00,6,76.16834087301584,10.160878968253973
2026-08-03 22:00:00+00:00,12,81.89640992063488,10.233486111111086
2026-08-03 23:00:00+00:00,6,92.07386706349203,45.73042182539683
2026-08-03 23:00:00+00:00,12,94.04221587301586,44.21360634920635
2026-08-04 00:00:00+00:00,12,60.67954722222221,37.6979194444445
2026-08-04 01:00:00+00:00,12,64.76690079365078,60.20166507936508
2026-08-04 02:00:00+00:00,12,64.33101150793644,21.489512301587418
2026-08-04 03:00:00+00:00,12,61.533173015872954,15.492830158730214
2026-08-04 04:00:00+00:00,12,118.30624166666666,39.32977420634919
2026-08-04 05:00:00+00:00,12,54.90751269841269,54.90751269841269
