model,endpoint,horizon,MAE,RMSE,sMAPE,n_predictions
RF_FullFeatures,/identity,1,27.26287192706285,34.39554518663018,10.309479682235546,55
RF_FullFeatures,/identity,6,27.702757441296068,35.38923591004809,10.623440539003177,55
RF_FullFeatures,/identity,12,25.246325508330052,31.670919601308512,9.725596369493426,55
RF_FullFeatures,/inventory,1,37.070413754427385,46.097279481664366,11.537333561037686,55
RF_FullFeatures,/inventory,6,44.78702702020204,61.09398642775633,13.432179172048883,55
RF_FullFeatures,/inventory,12,40.71691357077269,52.25715800889917,12.30291618652561,55
RF_FullFeatures,/orders,1,51.60167734487733,65.11219696137573,11.52465624021944,55
RF_FullFeatures,/orders,6,71.34991616161618,91.86069733996263,15.29581975001309,55
RF_FullFeatures,/orders,12,74.60106829004329,96.01214103637153,16.30155420371651,55
RF_FullFeatures,/payments,1,71.41552678735407,106.6188158973368,15.391038782133016,55
RF_FullFeatures,/payments,6,97.57243989898993,132.45172416619354,20.174503479653104,55
RF_FullFeatures,/payments,12,122.19876950019678,153.03882133686056,25.5112707449474,55
RF_FullFeatures,/search,1,66.68319505772011,94.58912376574753,10.712100071964946,55
RF_FullFeatures,/search,6,88.82956948051951,111.22909383475562,14.118071193922976,55
RF_FullFeatures,/search,12,85.88144235209228,111.71140991933554,13.830411042305379,55
RF_WithoutLag24,/identity,1,27.223124603174593,34.78638769036886,10.276836582506403,55
RF_WithoutLag24,/identity,6,27.34442380952381,35.439450850189225,10.537078983154558,55
RF_WithoutLag24,/identity,12,22.951030699855718,29.130990633084078,8.904047304391645,55
RF_WithoutLag24,/inventory,1,36.87580830381741,44.50801281446958,11.43092640740003,55
RF_WithoutLag24,/inventory,6,37.95929436573531,48.02837083294727,11.831925565525117,55
RF_WithoutLag24,/inventory,12,38.22209953430411,46.49317083179875,11.90643752453985,55
RF_WithoutLag24,/orders,1,52.224433152958134,64.56695615693265,11.624758458862365,55
RF_WithoutLag24,/orders,6,61.94836500393544,80.08218677158942,13.875710436807665,55
RF_WithoutLag24,/orders,12,70.37273481240982,90.08533811340604,15.775031299549793,55
RF_WithoutLag24,/payments,1,70.75087902072673,102.74682449131924,15.372259851830147,55
RF_WithoutLag24,/payments,6,96.10890718221172,127.80741648973098,19.941586385733146,55
RF_WithoutLag24,/payments,12,116.12656085202676,150.28046465801665,23.87868239495881,55
RF_WithoutLag24,/search,1,65.18756307556089,91.6868099128505,10.498480080688406,55
RF_WithoutLag24,/search,6,77.69036803751804,97.95285006272523,12.571145623661334,55
RF_WithoutLag24,/search,12,61.84106172766624,77.99017275160283,10.338529460424397,55
